Date,wjb
20120704,22.5
20120705,56.4
20120706,114
20120707,168
20120708,188
20120709,174
20120710,184
20120711,211
20120712,229
20120713,247
20120714,243
20120715,212
20120716,167
20120717,119
20120718,96.2
20120719,89
20120720,91.3
20120721,93.3
20120722,82
20120723,65.3
20120724,51.4
20120725,41.4
20120726,34.3
20120727,29.9
20120728,28
20120729,27.5
20120730,27.5
20120731,31
20120801,37.6
20120802,35.2
20120803,27.5
20120804,20.5
20120805,17.4
20120806,21.9
20120807,33.2
20120808,40.9
20120809,38.9
20120810,34
20120811,27.8
20120812,20.2
20120813,6.68
20120814,24.1
20120815,33.7
20120816,25.9
20120817,49.4
20120818,52.9
20120819,50.2
20120820,43.5
20120821,34.5
20120822,28.4
20120823,42.5
20120824,126
20120825,148
20120826,150
20120827,234
20120828,590
20120829,645
20120830,525
20120831,401
20120901,299
20120902,231
20120903,186
20120904,147
20120905,112
20120906,84.3
20120907,69.6
20120908,132
20120909,635
20120910,1810
20120911,1780
20120912,1320
20120913,990
20120914,778
20120915,646
20120916,531
20120917,431
20120918,342
20120919,279
20120920,216
20120921,148
20120922,136
20120923,131
20120924,124
20120925,114
20120926,98.1
20120927,84.6
20120928,84.2
20120929,90.7
20120930,84.8
20121001,67.1
20121002,49.1
20121003,41.7
20121004,40.6
20121005,48.9
20121006,58.2
20121007,58.9
20121008,56.9
20121009,55.2
20121010,62
20121011,94.6
20121012,73.8
20121013,36.4
20121014,49.7
20121015,55.8
20121016,45.1
20121017,35.9
20121018,54.5
20121019,50.2
20121020,41.4
20121021,35
20121022,39.7
20121023,78.4
20121024,68.4
20121025,40.4
20121026,30.4
20121027,83.9
20121028,94.3
20121029,74.5
20121030,53.3
20121031,49.7
20121101,54.9
20121102,61.8
20121103,72.4
20121104,92
20121105,109
20121106,96.7
20121107,74.3
20121108,60.5
20121109,53
20121110,48.9
20121111,49.2
20121112,55.1
20121113,65.3
20121114,71.2
20121115,72.3
20121116,70.4
20121117,66.8
20121118,61
20121119,53.5
20121120,47.5
20121121,43.8
20121122,44.3
20121123,51
20121124,55.4
20121125,51.1
20121126,44.8
20121127,52.6
20121128,87.8
20121129,85.4
20121130,70.6
20121201,67.9
20121202,82.7
20121203,64
20121204,59.5
20121205,94.2
20121206,106
20121207,81.4
20121208,52.6
20121209,39.2
20121210,32.9
20121211,31.4
20121212,33
20121213,37.1
20121214,41.4
20121215,40.8
20121216,41.3
20121217,58.4
20121218,99.8
20121219,81.4
20121220,84.9
20121221,93.1
20121222,89.1
20121223,67.8
20121224,62
20121225,67.5
20121226,75.6
20121227,81.1
20121228,76.3
20121229,69.5
20121230,75.5
20121231,85.8
20130101,72.8
20130102,59.2
20130103,53.4
20130104,61.9
20130105,69.5
20130106,61
20130107,50.4
20130108,55.5
20130109,59.7
20130110,50.7
20130111,42.6
20130112,59.7
20130113,42.9
20130114,24.4
20130115,55.4
20130116,63.8
20130117,58.3
20130118,50.7
20130119,42.9
20130120,44.3
20130121,47.3
20130122,40.7
20130123,35.2
20130124,41.7
20130125,49.5
20130126,48.5
20130127,44.1
20130128,43
20130129,35.5
20130130,39.1
20130131,52.2
20130201,71.5
20130202,91.4
20130203,105
20130204,109
20130205,104
20130206,102
20130207,114
20130208,127
20130209,117
20130210,101
20130211,92.3
20130212,89.1
20130213,87.7
20130214,85.9
20130215,78.6
20130216,70.4
20130217,63.4
20130218,57
20130219,53.4
20130220,52.6
20130221,61.8
20130222,73.2
20130223,77.9
20130224,72
20130225,57.1
20130226,42.4
20130227,36.2
20130228,34.5
20130301,58.7
20130302,98
20130303,82.4
20130304,48.5
20130305,44.7
20130306,60.4
20130307,63
20130308,49.1
20130309,36
20130310,39.6
20130311,51.8
20130312,57.1
20130313,55.4
20130314,56.6
20130315,52.6
20130316,43.8
20130317,36.1
20130318,41.8
20130319,51.1
20130320,57.5
20130321,62.8
20130322,65.5
20130323,63.1
20130324,52.7
20130325,41.3
20130326,37.9
20130327,39.6
20130328,44.9
20130329,51
20130330,56.7
20130331,51.5
20130401,28.7
20130402,28.5
20130403,38.7
20130404,49.3
20130405,56.1
20130406,60.2
20130407,52.6
20130408,40.1
20130409,32.4
20130410,27.4
20130411,40.6
20130412,57.9
20130413,57.9
20130414,50.2
20130415,42.6
20130416,37.2
20130417,34
20130418,39.6
20130419,47.8
20130420,46.4
20130421,38.1
20130422,30.7
20130423,23.6
20130424,15
20130425,7.45
20130426,8.39
20130427,15.4
20130428,26.2
20130429,37.3
20130430,39.6
20130501,34.8
20130502,29.9
20130503,31.6
20130504,34.7
20130505,31.2
20130506,25.3
20130507,20.2
20130508,16.2
20130509,19.4
20130510,27.6
20130511,35.9
20130512,42.5
20130513,43.5
20130514,40.4
20130515,36.5
20130516,31.3
20130517,25.7
20130518,20.7
20130519,21
20130520,23.4
20130521,21.9
20130522,17.1
20130523,16.3
20130524,18.9
20130525,23.6
20130526,38.2
20130527,83.8
20130528,125
20130529,98.3
20130530,130
20130531,151
20130601,125
20130602,73.1
20130603,49.7
20130604,56.1
20130605,64.2
20130606,51.2
20130607,38.7
20130608,68.5
20130609,67.3
20130610,47.3
20130611,49.3
20130612,53.1
20130613,44.9
20130614,33.7
20130615,29.6
20130616,27.7
20130617,24.7
20130618,23.8
20130619,32
20130620,41.6
20130621,44.4
20130622,41.9
20130623,34.5
20130624,26.5
20130625,26.1
20130626,30
20130627,33.1
20130628,35.4
20130629,50
20130630,77.3
20130701,88.9
20130702,94.1
20130703,96.8
20130704,95.7
20130705,89.5
20130706,79.5
20130707,59.4
20130708,20.9
20130709,51.3
20130710,28
20130711,60.4
20130712,53.2
20130713,47.8
20130714,41.6
20130715,26.8
20130716,12.5
20130717,19.8
20130718,36.3
20130719,35.4
20130720,24.7
20130721,26
20130722,78.6
20130723,306
20130724,342
20130725,296
20130726,257
20130727,232
20130728,188
20130729,138
20130730,108
20130731,90
20130801,85.9
20130802,80.1
20130803,68.7
20130804,58.9
20130805,77
20130806,74.2
20130807,61.3
20130808,62.4
20130809,63
20130810,56.4
20130811,45.4
20130812,36.2
20130813,34.3
20130814,46.6
20130815,46.8
20130816,41.8
20130817,36.4
20130818,37.3
20130819,40.4
20130820,38.2
20130821,28.2
20130822,17.7
20130823,15.5
20130824,24.4
20130825,73.5
20130826,234
20130827,450
20130828,544
20130829,484
20130830,420
20130831,344
20130901,256
20130902,193
20130903,161
20130904,145
20130905,132
20130906,118
20130907,105
20130908,99.2
20130909,101
20130910,109
20130911,131
20130912,177
20130913,240
20130914,265
20130915,238
20130916,154
20130917,123
20130918,99.2
20130919,75.2
20130920,62.5
20130921,69.9
20130922,76.2
20130923,78.3
20130924,79.8
20130925,93
20130926,136
20130927,182
20130928,213
20130929,210
20130930,171
20131001,135
20131002,116
20131003,105
20131004,96.8
20131005,85.4
20131006,71.2
20131007,62.3
20131008,65.6
20131009,75.4
20131010,79.4
20131011,71.3
20131012,59.3
20131013,51.4
20131014,46
20131015,43.3
20131016,45.5
20131017,48.7
20131018,49.6
20131019,44.1
20131020,26.9
20131021,15
20131022,20.1
20131023,29.9
20131024,36.7
20131025,38.7
20131026,39.7
20131027,39.6
20131028,39.1
20131029,37.4
20131030,33.8
20131031,29.4
20131101,28
20131102,33.9
20131103,40.2
20131104,44.4
20131105,43.9
20131106,41.7
20131107,39.4
20131108,34.2
20131109,27.2
20131110,23.7
20131111,25.6
20131112,29.8
20131113,36.3
20131114,42.4
20131115,43.2
20131116,35.7
20131117,30.8
20131118,29.9
20131119,30.8
20131120,33.5
20131121,36.1
20131122,37.6
20131123,38.2
20131124,36.8
20131125,34.9
20131126,35.1
20131127,33.7
20131128,26.1
20131129,18.2
20131130,15.5
20131201,16.3
20131202,19.6
20131203,25.2
20131204,32
20131205,39
20131206,37.9
20131207,33
20131208,27.1
20131209,23.3
20131210,23.4
20131211,30.6
20131212,37.2
20131213,29.5
20131214,16.5
20131215,17
20131216,22.8
20131217,25.9
20131218,27.9
20131219,24.6
20131220,18.3
20131221,21.8
20131222,24.6
20131223,23.2
20131224,19.1
20131225,31.6
20131226,46.7
20131227,37.4
20131228,16.2
20131229,19.3
20131230,32.3
20131231,37.3
20140101,39.3
20140102,44
20140103,47.8
20140104,42.2
20140105,36.1
20140106,36.4
20140107,39.9
20140108,38.3
20140109,34.8
20140110,33.2
20140111,34.1
20140112,33.9
20140113,32.1
20140114,32.7
20140115,38.7
20140116,50.4
20140117,61
20140118,59.4
20140119,51.7
20140120,46.6
20140121,44.7
20140122,42
20140123,36.3
20140124,29.3
20140125,26.4
20140126,31.7
20140127,39.5
20140128,34.9
20140129,29.3
20140130,29
20140131,28.2
20140201,26.4
20140202,26.1
20140203,30
20140204,43.2
20140205,52.5
20140206,41.8
20140207,31.5
20140208,31.9
20140209,35.1
20140210,34.1
20140211,30.6
20140212,27.7
20140213,26.5
20140214,24.9
20140215,23.2
20140216,23.1
20140217,26.6
20140218,34
20140219,23.9
20140220,11
20140221,12.8
20140222,21.4
20140223,30.7
20140224,36.8
20140225,34
20140226,22.8
20140227,28.9
20140228,39.9
20140301,36.7
20140302,32.8
20140303,36.6
20140304,39.1
20140305,36.2
20140306,32.3
20140307,35.6
20140308,43.4
20140309,50
20140310,55.6
20140311,59.4
20140312,61.1
20140313,59.3
20140314,55.1
20140315,53.1
20140316,53.6
20140317,52.9
20140318,50.6
20140319,41
20140320,31.7
20140321,35
20140322,39.9
20140323,35.9
20140324,31.3
20140325,28.3
20140326,27.1
20140327,28.1
20140328,30.9
20140329,35.4
20140330,41.1
20140331,44
20140401,36.6
20140402,23.8
20140403,24.6
20140404,30.9
20140405,36.2
20140406,38.6
20140407,33.1
20140408,22.8
20140409,21
20140410,22.4
20140411,23.6
20140412,22.5
20140413,23.1
20140414,27.6
20140415,41.3
20140416,90.5
20140417,126
20140418,172
20140419,283
20140420,422
20140421,468
20140422,444
20140423,399
20140424,348
20140425,304
20140426,274
20140427,257
20140428,244
20140429,225
20140430,190
20140501,141
20140502,119
20140503,109
20140504,100
20140505,93.8
20140506,85.3
20140507,72.4
20140508,61
20140509,54.9
20140510,50.9
20140511,51.2
20140512,53.7
20140513,54
20140514,53.7
20140515,53.7
20140516,53.8
20140517,53.7
20140518,53.6
20140519,53.5
20140520,51.9
20140521,49.8
20140522,49.1
20140523,51.9
20140524,56.5
20140525,56.5
20140526,52.8
20140527,46.2
20140528,41.9
20140529,42.6
20140530,46.4
20140531,54.3
20140601,91.1
20140602,133
20140603,160
20140604,179
20140605,185
20140606,168
20140607,129
20140608,108
20140609,106
20140610,104
20140611,99.5
20140612,89.5
20140613,74.1
20140614,60.2
20140615,57.7
20140616,61
20140617,61.9
20140618,60.8
20140619,53.9
20140620,44.6
20140621,50
20140622,57
20140623,54.5
20140624,49
20140625,43.9
20140626,43.5
20140627,45.9
20140628,57.3
20140629,73.4
20140630,83.5
20140701,86.7
20140702,85.4
20140703,85.4
20140704,90.5
20140705,105
20140706,116
20140707,106
20140708,92.5
20140709,88.5
20140710,81.1
20140711,64.6
20140712,81.4
20140713,363
20140714,686
20140715,683
20140716,512
20140717,400
20140718,258
20140719,203
20140720,164
20140721,120
20140722,101
20140723,93.1
20140724,88.6
20140725,89.4
20140726,85.2
20140727,68.4
20140728,47.1
20140729,30
20140730,26.1
20140731,34.8
20140801,39.2
20140802,35.7
20140803,31.1
20140804,27
20140805,25.2
20140806,25.9
20140807,30.2
20140808,36.8
20140809,42.7
20140810,47.7
20140811,51.2
20140812,54.8
20140813,59.7
20140814,64.1
20140815,68.1
20140816,69.9
20140817,67.7
20140818,63.6
20140819,59.6
20140820,57.9
20140821,54.7
20140822,48.3
20140823,39.2
20140824,35
20140825,42.9
20140826,62
20140827,90.8
20140828,111
20140829,116
20140830,124
20140831,197
20140901,806
20140902,1520
20140903,1550
20140904,1170
20140905,837
20140906,637
20140907,518
20140908,353
20140909,199
20140910,171
20140911,171
20140912,195
20140913,256
20140914,430
20140915,504
20140916,496
20140917,479
20140918,592
20140919,824
20140920,1040
20140921,1100
20140922,940
20140923,763
20140924,623
20140925,510
20140926,408
20140927,321
20140928,324
20140929,1260
20140930,2110
20141001,1630
20141002,1070
20141003,762
20141004,578
20141005,552
20141006,526
20141007,504
20141008,502
20141009,492
20141010,461
20141011,387
20141012,251
20141013,159
20141014,155
20141015,172
20141016,174
20141017,132
20141018,73.3
20141019,49.7
20141020,78.7
20141021,135
20141022,213
20141023,335
20141024,441
20141025,507
20141026,500
20141027,374
20141028,254
20141029,174
20141030,158
20141031,222
20141101,264
20141102,268
20141103,238
20141104,191
20141105,168
20141106,157
20141107,144
20141108,125
20141109,102
20141110,91
20141111,94.8
20141112,175
20141113,260
20141114,229
20141115,145
20141116,94.9
20141117,76.8
20141118,68.1
20141119,63.3
20141120,61
20141121,60.2
20141122,60.7
20141123,61.5
20141124,78.6
20141125,133
20141126,196
20141127,239
20141128,283
20141129,353
20141130,400
20141201,392
20141202,369
20141203,346
20141204,326
20141205,306
20141206,279
20141207,241
20141208,211
20141209,209
20141210,212
20141211,213
20141212,202
20141213,179
20141214,159
20141215,146
20141216,137
20141217,129
20141218,122
20141219,115
20141220,107
20141221,110
20141222,119
20141223,129
20141224,132
20141225,131
20141226,130
20141227,129
20141228,123
20141229,115
20141230,108
20141231,107
20150101,112
20150102,110
20150103,105
20150104,102
20150105,103
20150106,106
20150107,108
20150108,105
20150109,99.7
20150110,96.3
20150111,93.7
20150112,92
20150113,91.5
20150114,92.3
20150115,107
20150116,123
20150117,113
20150118,98.2
20150119,89
20150120,81.8
20150121,65.1
20150122,47.1
20150123,53.3
20150124,65.4
20150125,57.1
20150126,44.4
20150127,43.7
20150128,46.6
20150129,49.1
20150130,49.6
20150131,48.8
20150201,52.2
20150202,56.8
20150203,53.9
20150204,48.9
20150205,53.7
20150206,66.4
20150207,75.8
20150208,74.9
20150209,69.9
20150210,65.3
20150211,62.7
20150212,68.2
20150213,80.6
20150214,82.1
20150215,60.9
20150216,40.1
20150217,42.3
20150218,48.5
20150219,55.7
20150220,61.2
20150221,57.3
20150222,51.5
20150223,50.5
20150224,50.5
20150225,49.4
20150226,47.5
20150227,45.8
20150228,51
20150301,61.7
20150302,63.7
20150303,61
20150304,61.6
20150305,63.4
20150306,57.4
20150307,47
20150308,49.6
20150309,60.2
20150310,72
20150311,74
20150312,66
20150313,61.1
20150314,61.5
20150315,67.6
20150316,89
20150317,122
20150318,143
20150319,146
20150320,149
20150321,186
20150322,246
20150323,270
20150324,259
20150325,243
20150326,226
20150327,207
20150328,165
20150329,127
20150330,126
20150331,129
20150401,127
20150402,128
20150403,150
20150404,209
20150405,352
20150406,458
20150407,492
20150408,483
20150409,435
20150410,385
20150411,343
20150412,302
20150413,256
20150414,216
20150415,187
20150416,172
20150417,167
20150418,164
20150419,166
20150420,172
20150421,215
20150422,274
20150423,260
20150424,227
20150425,184
20150426,161
20150427,159
20150428,161
20150429,150
20150430,132
20150501,121
20150502,112
20150503,101
20150504,92.7
20150505,97.9
20150506,101
20150507,94
20150508,81.7
20150509,75.3
20150510,89.5
20150511,115
20150512,130
20150513,121
20150514,113
20150515,129
20150516,167
20150517,226
20150518,291
20150519,298
20150520,213
20150521,174
20150522,156
20150523,142
20150524,133
20150525,128
20150526,126
20150527,134
20150528,153
20150529,161
20150530,168
20150531,184
20150601,207
20150602,237
20150603,487
20150604,702
20150605,686
20150606,516
20150607,394
20150608,309
20150609,239
20150610,179
20150611,131
20150612,101
20150613,93.1
20150614,97.9
20150615,107
20150616,132
20150617,301
20150618,553
20150619,719
20150620,714
20150621,574
20150622,456
20150623,376
20150624,327
20150625,310
20150626,342
20150627,574
20150628,1380
20150629,2620
20150630,3250
20150701,3170
20150702,2840
20150703,2030
20150704,1420
20150705,1090
20150706,900
20150707,737
20150708,619
20150709,523
20150710,452
20150711,400
20150712,346
20150713,297
20150714,260
20150715,229
20150716,228
20150717,366
20150718,597
20150719,806
20150720,802
20150721,667
20150722,501
20150723,450
20150724,471
20150725,535
20150726,559
20150727,502
20150728,415
20150729,346
20150730,301
20150731,266
20150801,235
20150802,183
20150803,141
20150804,124
20150805,114
20150806,99.1
20150807,92.3
20150808,123
20150809,169
20150810,208
20150811,237
20150812,251
20150813,250
20150814,225
20150815,203
20150816,211
20150817,226
20150818,228
20150819,227
20150820,264
20150821,588
20150822,738
20150823,617
20150824,457
20150825,344
20150826,277
20150827,229
20150828,187
20150829,154
20150830,134
20150831,127
20150901,117
20150902,97.4
20150903,80.5
20150904,69.2
20150905,65.6
20150906,69.7
20150907,76.6
20150908,86.5
20150909,94.2
20150910,92.2
20150911,80.8
20150912,69.1
20150913,62.9
20150914,62.4
20150915,63.8
20150916,60.2
20150917,51.1
20150918,70.1
20150919,104
20150920,97.3
20150921,75.7
20150922,65.6
20150923,62.7
20150924,61.5
20150925,60.1
20150926,54.7
20150927,51.1
20150928,57.7
20150929,65.6
20150930,59
20151001,35.4
20151002,30.9
20151003,43.4
20151004,47.7
20151005,46.6
20151006,44.8
20151007,47.8
20151008,49.5
20151009,47.8
20151010,51.9
20151011,58.4
20151012,51.2
20151013,42.4
20151014,37.4
20151015,37.1
20151016,40.5
20151017,41.5
20151018,42.2
20151019,46.2
20151020,44.7
20151021,38.7
20151022,34.7
20151023,35.4
20151024,39
20151025,44.3
20151026,51.4
20151027,56.2
20151028,53.1
20151029,50
20151030,50.9
20151031,55.5
20151101,49.4
20151102,40
20151103,39.1
20151104,40.5
20151105,43.8
20151106,48.1
20151107,53.4
20151108,59.2
20151109,64.6
20151110,66.6
20151111,65.5
20151112,62.7
20151113,59.1
20151114,56.3
20151115,57.4
20151116,61
20151117,63.4
20151118,64.1
20151119,64.2
20151120,63.8
20151121,68.4
20151122,87.8
20151123,105
20151124,108
20151125,110
20151126,132
20151127,169
20151128,177
20151129,166
20151130,150
20151201,141
20151202,139
20151203,136
20151204,131
20151205,124
20151206,102
20151207,82.5
20151208,90.5
20151209,96.6
20151210,92.1
20151211,81
20151212,72.5
20151213,70.9
20151214,69.7
20151215,63.4
20151216,49.8
20151217,51
20151218,62.4
20151219,72.1
20151220,73.1
20151221,70
20151222,72.4
20151223,76.4
20151224,73.4
20151225,66.5
20151226,58.9
20151227,54.9
20151228,61.6
20151229,68.5
20151230,66.5
20151231,59.6
20160101,49.7
20160102,49.1
20160103,57.7
20160104,52.5
20160105,43.4
20160106,49.3
20160107,55.5
20160108,45.3
20160109,28.1
20160110,25.7
20160111,35.9
20160112,52.7
20160113,66.7
20160114,72
20160115,58.7
20160116,46
20160117,48.2
20160118,50.9
20160119,49.1
20160120,45
20160121,42
20160122,53.1
20160123,70.1
20160124,63.4
20160125,52.4
20160126,50.1
20160127,49.6
20160128,49.9
20160129,50.9
20160130,55
20160131,60.8
20160201,61.3
20160202,56.2
20160203,48.5
20160204,40.5
20160205,40.5
20160206,43
20160207,42.2
20160208,41.4
20160209,40.9
20160210,40.5
20160211,40.9
20160212,51.5
20160213,76.6
20160214,127
20160215,154
20160216,150
20160217,135
20160218,122
20160219,116
20160220,112
20160221,101
20160222,86.4
20160223,72.5
20160224,62.8
20160225,61.5
20160226,63.2
20160227,62.6
20160228,61.4
20160229,59.2
20160301,54.5
20160302,64.4
20160303,82.7
20160304,81
20160305,68.3
20160306,53.9
20160307,47.3
20160308,59.6
20160309,74.9
20160310,74.9
20160311,73
20160312,80.5
20160313,92.1
20160314,101
20160315,105
20160316,101
20160317,89.8
20160318,79.1
20160319,72.3
20160320,70.7
20160321,71.2
20160322,71.1
20160323,69.4
20160324,65.1
20160325,58.2
20160326,51.4
20160327,47.3
20160328,44.6
20160329,43.6
20160330,45.4
20160331,48.9
20160401,53.5
20160402,51.3
20160403,40.5
20160404,33.2
20160405,31.8
20160406,36.5
20160407,69
20160408,158
20160409,215
20160410,218
20160411,169
20160412,144
20160413,122
20160414,111
20160415,109
20160416,108
20160417,102
20160418,93.2
20160419,89.6
20160420,89.7
20160421,89.7
20160422,87.8
20160423,89
20160424,92.7
20160425,98
20160426,98.4
20160427,85.6
20160428,70.2
20160429,65.9
20160430,65
20160501,64.4
20160502,59.6
20160503,56.2
20160504,69.6
20160505,83.3
20160506,79.3
20160507,68.2
20160508,62.7
20160509,60.2
20160510,56.8
20160511,50.4
20160512,43.6
20160513,43.5
20160514,50.3
20160515,59.8
20160516,67.5
20160517,71.1
20160518,72.4
20160519,72.5
20160520,74.1
20160521,79
20160522,89.2
20160523,79.2
20160524,63.1
20160525,64
20160526,74.6
20160527,87.1
20160528,90
20160529,87.5
20160530,93.7
20160531,121
20160601,264
20160602,470
20160603,654
20160604,646
20160605,527
20160606,451
20160607,402
20160608,377
20160609,337
20160610,283
20160611,231
20160612,182
20160613,167
20160614,163
20160615,162
20160616,155
20160617,137
20160618,114
20160619,111
20160620,187
20160621,227
20160622,584
20160623,911
20160624,849
20160625,1010
20160626,1280
20160627,1180
20160628,983
20160629,809
20160630,644
20160701,561
20160702,1130
20160703,2200
20160704,1670
20160705,1170
20160706,871
20160707,717
20160708,650
20160709,618
20160710,571
20160711,504
20160712,443
20160713,395
20160714,373
20160715,383
20160716,415
20160717,426
20160718,419
20160719,404
20160720,529
20160721,2310
20160722,3420
20160723,2910
20160724,2050
20160725,1420
20160726,1010
20160727,729
20160728,546
20160729,386
20160730,273
20160731,215
20160801,196
20160802,176
20160803,159
20160804,149
20160805,165
20160806,195
20160807,228
20160808,257
20160809,282
20160810,303
20160811,311
20160812,312
20160813,305
20160814,265
20160815,203
20160816,170
20160817,151
20160818,135
20160819,119
20160820,103
20160821,91
20160822,85.2
20160823,82.7
20160824,81.3
20160825,80.5
20160826,80.7
20160827,82.2
20160828,84.7
20160829,90.4
20160830,96.9
20160831,100
20160901,95.4
20160902,86.6
20160903,77.8
20160904,74
20160905,72.7
20160906,74.5
20160907,78.7
20160908,71.7
20160909,58.1
20160910,50.7
20160911,49.6
20160912,49
20160913,47.9
20160914,46.5
20160915,46
20160916,50.8
20160917,59
20160918,61.6
20160919,48.3
20160920,34.6
20160921,33.2
20160922,33.8
20160923,35.6
20160924,38.9
20160925,42.7
20160926,47.3
20160927,53.9
20160928,58.7
20160929,52.9
20160930,45
20161001,57.6
20161002,67.5
20161003,57.6
20161004,46.3
20161005,44.1
20161006,56.3
20161007,64.7
20161008,55.9
20161009,46.1
20161010,56.2
20161011,74.3
20161012,72.7
20161013,62.2
20161014,49.2
20161015,39.5
20161016,34.1
20161017,33.5
20161018,35.2
20161019,38.9
20161020,47
20161021,59.6
20161022,71.4
20161023,77.1
20161024,81.7
20161025,98.1
20161026,128
20161027,277
20161028,957
20161029,1780
20161030,2040
20161031,1890
20161101,1700
20161102,1420
20161103,1150
20161104,910
20161105,707
20161106,535
20161107,392
20161108,293
20161109,325
20161110,411
20161111,459
20161112,443
20161113,397
20161114,344
20161115,294
20161116,259
20161117,243
20161118,242
20161119,268
20161120,309
20161121,362
20161122,421
20161123,476
20161124,517
20161125,546
20161126,559
20161127,559
20161128,517
20161129,442
20161130,366
20161201,326
20161202,308
20161203,285
20161204,258
20161205,228
20161206,196
20161207,167
20161208,148
20161209,138
20161210,146
20161211,155
20161212,157
20161213,156
20161214,155
20161215,154
20161216,142
20161217,128
20161218,127
20161219,137
20161220,152
20161221,171
20161222,198
20161223,233
20161224,270
20161225,282
20161226,281
20161227,278
20161228,275
20161229,272
20161230,267
20161231,259
